course_id;codigo;turma;descricao;horario;professor
"5";"DSS7145";"09309";"Estágio Curricular Não Obrigatório II";"";"Fabiana Luiza Negri"
"5";"DSS7151";"08309";"Trabalho de conclusão de Curso I";"4.0820-2 / CSE-CSE002";"Inez Rocha Zacarias"
"5";"DSS7152";"09309";"Trabalho de Conclusão de Curso II";"";"Inez Rocha Zacarias"
"5";"DSS7153";"09309";"Serviço Social e Desafios Profissionais Contemporâneos";"3.0820-4 / AUX-ALOCAR";""
"5";"FIL7100";"04309";"Introdução a Ética";"5.0820-4 / CSE-CSE003";"Julia Sichieri Moura"
"5";"HST7105";"01309";"Formação Sócio-histórico do Brasil";"6.0820-4 / AUX-ALOCAR";"Glaucia Cristina Candian Fraccaro"
"5";"LSB7904";"07309";"Língua Brasileira de Sinais I (PCC 18horas-aula)";"5.0820-4 / AUX-ALOCAR";"Jaqueline Boldo"
"5";"PSI7150";"02309";"Psicologia Social";"4.0820-4 / CSE-CSE008";"Marcos Eduardo Rocha Lima"
"5";"SPO5236";"02309";"Ciência Política";"3.0820-4 / CSE-CSE008";"Tiago Daher Padovezi Borges"
"5";"SPO7104";"01309";"Introdução à Teoria Sociológica";"4.0820-4 / CSE-CSE006";"Rafael Leite Mantovani"
"5";"ANT7100";"03339";"Antropologia Social";"6.1830-4 / CSE-CSE007";"Jeremy Paul Jean Loup Deturche"
"5";"DSS7101";"01339";"Serviço Social e Realidade Social I";"3.1830-4 / AUX-ALOCAR";"Camila Magalhães Nélsis"
"5";"DSS7102";"02339";"Serviço social e Realidade Social II";"3.1830-4 / CSE-CSE008";"Mariana Pfeifer Machado"
"5";"DSS7103";"01339";"Oficina Introdução à Vida Acadêmica";"5.1830-4 / AUX-ALOCAR";"Maria Del Carmen Cortizo
Luciana Patrícia Zucco
Myriam Raquel Mitjavila
Andréa Márcia Santiago Lohmeyer Fuchs"
"5";"DSS7105";"04339";"Oficina Preparação ao Estágio";"5.1830-4 / AUX-ALOCAR";"Eliete Cibele Cipriano Vaz"
"5";"DSS7106";"06339";"Oficina Análise Institucional e Serviço Social";"4.1830-4 / AUX-ALOCAR";"Marisa Camargo"
"5";"DSS7107";"01339";"Introdução ao Conhecimento Científico e Serviço Social";"2.1830-4 / AUX-ALOCAR";"Myriam Raquel Mitjavila"
"5";"DSS7110";"03339";"FHTM SSI";"3.1830-4 / AUX-ALOCAR";"Michelly Laurita Wiese"
"5";"DSS7111";"04339";"FHTM SSII";"6.1830-4 / AUX-ALOCAR";"Fabiana Luiza Negri"
"5";"DSS7112";"05339";"FHTM SS III";"4.1830-4 / AUX-ALOCAR";"Cristiane Luiza Sabino de Souza"
"5";"DSS7113";"03339";"Serviço Social e Economia Política";"2.1830-4 / AUX-ALOCAR";"Cristiane Luiza Sabino de Souza"
"5";"DSS7114";"03339";"Classes Sociais e Movimentos Sociais";"5.1830-4 / AUX-ALOCAR";"Maria Teresa dos Santos"
"5";"DSS7115";"04339";"Método Crítico Dialético";"4.1830-4 / AUX-ALOCAR";"Jaime Hillesheim"
"5";"DSS7117";"05339";"Ética Profissional do Serviço Social";"5.1830-4 / AUX-ALOCAR";"Carla Rosane Bressan"
"5";"DSS7118";"05339";"Instrumentalidade e Competências Profissionais em Serviço Social";"3.1830-4 / AUX-ALOCAR";"Helder Boska de Moraes Sarmento"
"5";"DSS7120";"03339";"Serviço Social, Direito e Cidadania";"4.1830-4 / CSE-CSE007";"Maria Del Carmen Cortizo"
"5";"DSS7121";"04339";"Política Social";"3.1830-4 / CSE-CSE003";"Edilane Bertelli"
"5";"DSS7122";"05339";"Serviço Social e Previdência Social";"2.1830-4 / CSE-CSE005";"Edivane de Jesus"
"5";"DSS7123";"06339";"Serviço social e Assistência Social";"3.1830-4 / AUX-ALOCAR";"Dilceane Carraro"
"5";"DSS7124";"07339";"Serviço Social e Saúde";"4.1830-4 / AUX-ALOCAR";"Keli Regina Dal Prá"
"5";"DSS7125";"06339";"Pesquisa em Serviço social I";"5.1830-4 / CSE-CSE004";"Luciana Patrícia Zucco"
"5";"DSS7126";"07339";"Pesquisa em Serviço Social II";"5.1830-4 / CSE-CSE105";"Helenara Silveira Fagundes"
"5";"DSS7127";"07339";"Gestão e Planejamento em serviço Social I";"3.1830-4 / AUX-ALOCAR";"Tania Regina Kruger"
"5";"DSS7128";"08339";"Gestão e Planejamento em serviço Social II";"5.1830-4 / AUX-ALOCAR";"Sirlandia Schappo"
"5";"DSS7131";"06339";"Supervisão Acadêmica de Estágio Obrigatório I";"2.1830-4 / AUX-ALOCAR";"Dilceane Carraro"
"5";"DSS7131";"06339A";"Supervisão Acadêmica de Estágio Obrigatório I";"2.1830-4 / AUX-ALOCAR";"Camila Magalhães Nélsis"
"5";"DSS7132";"07339";"Supervisão Acadêmica de Estágio Obrigatório II";"2.1830-4 / AUX-ALOCAR";"Maria Teresa dos Santos"
"5";"DSS7133";"08339";"Supervisão Acadêmica de Estágio Obrigatório III";"2.1830-4 / CSE-CSE002";"Fabiana Luiza Negri"
"5";"DSS7133";"08339A";"Supervisão Acadêmica de Estágio Obrigatório III";"2.1830-4 / AUX-ALOCAR";"Inez Rocha Zacarias"
"5";"DSS7134";"05339";"Supervisão Acadêmica de Estágio não Obrigatório I";"2.1420-2 / AUX-ALOCAR";"Maria Teresa dos Santos
Fabiana Luiza Negri"
"5";"DSS7135";"09339";"Supervisão Acadêmica de Estágio não Obrigatório II";"2.1620-2 / AUX-ALOCAR";"Fabiana Luiza Negri"
"5";"DSS7141";"06339";"Estágio Supervisionado em Serviço Social Obrigatório I";"";"Fabiana Luiza Negri"
"5";"DSS7142";"07339";"Estágio Superv.em Serv. Social Obrigatório II";"";"Fabiana Luiza Negri"
"5";"DSS7143";"08339";"Estágio Supervisionado em serviço Social Obrigatório III";"";"Fabiana Luiza Negri"
"5";"DSS7144";"05339";"Estágio Curricular Não Obrigatório I";"";"Fabiana Luiza Negri"
"5";"DSS7145";"09339";"Estágio Curricular Não Obrigatório II";"";"Fabiana Luiza Negri"
"5";"DSS7151";"08339";"Trabalho de conclusão de Curso I";"4.1830-2 / CSE-CSE002";"Inez Rocha Zacarias"
"5";"DSS7152";"09339";"Trabalho de Conclusão de Curso II";"";"Inez Rocha Zacarias"
"5";"DSS7153";"09339";"Serviço Social e Desafios Profissionais Contemporâneos";"4.1830-4 / CSE-CSE106";"Liliane Moser"
"5";"FIL7100";"04339";"Introdução a Ética";"2.1830-4 / CSE-CSE003";"Julia Sichieri Moura"
"5";"HST7105";"01339";"Formação Sócio-histórico do Brasil";"6.1830-4 / CSE-CSE006";"Glaucia Cristina Candian Fraccaro"
"5";"PSI7150";"02339";"Psicologia Social";"5.1830-4 / CSE-CSE008";"Elka Lima Hostensky"
"5";"SPO5236";"02339";"Ciência Política";"2.1830-4 / CSE-CSE008";"Raul Burgos"
"5";"SPO7104";"01339";"Introdução à Teoria Sociológica";"4.1830-4 / CSE-CSE006";"Ligia Helena Hahn Luchmann"
"5";"SPO7105";"07339";"Teoria Sociológica Contemporânea";"5.1830-4 / AUX-ALOCAR";"Professor Não Informado"
